Source	Target	shared name	Overlap_size	similarity_coefficient	link	Type
K00371	GO:0042126	K00371 with GO:0042126	15	0.703125	1	Geneset_Overlap
1MUEG	COG1840	1MUEG with COG1840	17	0.869565217	1	Geneset_Overlap
COG1028	1MUEV	COG1028 with 1MUEV	41	0.847457627	1	Geneset_Overlap
2VHM6	GO:0016627	2VHM6 with GO:0016627	25	0.708333333	1	Geneset_Overlap
1MVB9	COG1185	1MVB9 with COG1185	20	0.934782609	1	Geneset_Overlap
GO:0004129	1MVIH	GO:0004129 with 1MVIH	25	0.533150338	1	Geneset_Overlap
K00371	GO:0008940	K00371 with GO:0008940	15	0.600328947	1	Geneset_Overlap
GO:0030001	GO:0019829	GO:0030001 with GO:0019829	21	0.722027972	1	Geneset_Overlap
1MUQX	GO:0020037	1MUQX with GO:0020037	1	0.017112299	1	Geneset_Overlap
COG0174	K01915	COG0174 with K01915	31	1	1	Geneset_Overlap
GO:0005509	1MVIH	GO:0005509 with 1MVIH	15	0.283347864	1	Geneset_Overlap
K00114	COG4993	K00114 with COG4993	20	0.803030303	1	Geneset_Overlap
GO:0009325	GO:0043546	GO:0009325 with GO:0043546	16	0.369402985	1	Geneset_Overlap
GO:0003924	2TQP8	GO:0003924 with 2TQP8	21	0.465652174	1	Geneset_Overlap
GO:0004784	COG0605	GO:0004784 with COG0605	20	0.934782609	1	Geneset_Overlap
K00114	GO:0005509	K00114 with GO:0005509	17	0.539864865	1	Geneset_Overlap
GO:0005840	COG0090	GO:0005840 with COG0090	24	0.525641026	1	Geneset_Overlap
COG2885	K03286	COG2885 with K03286	36	0.678217822	1	Geneset_Overlap
K02886	COG0090	K02886 with COG0090	24	1	1	Geneset_Overlap
COG0542	GO:0019538	COG0542 with GO:0019538	28	0.84173298	1	Geneset_Overlap
GO:0005840	1R9YZ	GO:0005840 with 1R9YZ	17	0.518162393	1	Geneset_Overlap
K15864	COG2010	K15864 with COG2010	36	0.681818182	1	Geneset_Overlap
COG4993	GO:0020037	COG4993 with GO:0020037	1	0.017112299	1	Geneset_Overlap
COG2010	1N3PN	COG2010 with 1N3PN	58	0.792929293	1	Geneset_Overlap
GO:0019829	1MU08	GO:0019829 with 1MU08	21	0.866161616	1	Geneset_Overlap
2VI1P	COG1185	2VI1P with COG1185	15	0.826086957	1	Geneset_Overlap
K03286	1N6EM	K03286 with 1N6EM	28	0.693236715	1	Geneset_Overlap
GO:0008940	GO:0042126	GO:0008940 with GO:0042126	31	0.776785714	1	Geneset_Overlap
K00370	GO:0042126	K00370 with GO:0042126	16	0.686868687	1	Geneset_Overlap
COG0480	GO:0006414	COG0480 with GO:0006414	38	0.525483092	1	Geneset_Overlap
COG2885	1N6EM	COG2885 with 1N6EM	38	0.688118812	1	Geneset_Overlap
2VH91	COG1104	2VH91 with COG1104	22	0.892857143	1	Geneset_Overlap
K00370	GO:0008940	K00370 with GO:0008940	16	0.582375479	1	Geneset_Overlap
1MU33	K02967	1MU33 with K02967	16	1	1	Geneset_Overlap
K01915	GO:0006807	K01915 with GO:0006807	31	0.712328767	1	Geneset_Overlap
GO:0009325	GO:0008940	GO:0009325 with GO:0008940	32	0.785714286	1	Geneset_Overlap
GO:0030001	1MU08	GO:0030001 with 1MU08	19	0.738269795	1	Geneset_Overlap
GO:0006807	GO:0016779	GO:0006807 with GO:0016779	2	0.073994253	1	Geneset_Overlap
GO:0004129	GO:0020037	GO:0004129 with GO:0020037	22	0.255016722	1	Geneset_Overlap
COG1104	K04487	COG1104 with K04487	28	1	1	Geneset_Overlap
K00114	1MUQX	K00114 with 1MUQX	20	0.803030303	1	Geneset_Overlap
1MU1C	GO:0030170	1MU1C with GO:0030170	27	0.621621622	1	Geneset_Overlap
2VH8R	GO:0018454	2VH8R with GO:0018454	27	0.821428571	1	Geneset_Overlap
K01647	GO:0004108	K01647 with GO:0004108	44	1	1	Geneset_Overlap
COG0050	GO:0003924	COG0050 with GO:0003924	140	0.742069335	1	Geneset_Overlap
COG2217	K01534	COG2217 with K01534	22	0.907407407	1	Geneset_Overlap
1MUQX	COG2010	1MUQX with COG2010	1	0.018968309	1	Geneset_Overlap
K00333	1MVIN	K00333 with 1MVIN	21	0.977272727	1	Geneset_Overlap
1MUKX	GO:0046912	1MUKX with GO:0046912	40	0.877358491	1	Geneset_Overlap
GO:0009325	GO:0042126	GO:0009325 with GO:0042126	31	0.984375	1	Geneset_Overlap
GO:0022900	COG1053	GO:0022900 with COG1053	33	0.74719888	1	Geneset_Overlap
GO:0004108	COG0372	GO:0004108 with COG0372	44	1	1	Geneset_Overlap
GO:0016627	GO:0022900	GO:0016627 with GO:0022900	33	0.460393258	1	Geneset_Overlap
GO:0004654	GO:0006402	GO:0004654 with GO:0006402	23	0.979166667	1	Geneset_Overlap
1MUQ2	COG0499	1MUQ2 with COG0499	15	0.941176471	1	Geneset_Overlap
GO:0004654	2VI1P	GO:0004654 with 2VI1P	15	0.826086957	1	Geneset_Overlap
GO:0009408	GO:0019538	GO:0009408 with GO:0019538	14	0.582496413	1	Geneset_Overlap
GO:0046912	K01647	GO:0046912 with K01647	44	0.91509434	1	Geneset_Overlap
1MUCV	GO:0005525	1MUCV with GO:0005525	32	0.558608059	1	Geneset_Overlap
GO:0031071	K04487	GO:0031071 with K04487	28	1	1	Geneset_Overlap
2VI3Q	GO:0006414	2VI3Q with GO:0006414	22	0.562146893	1	Geneset_Overlap
GO:0019843	COG0097	GO:0019843 with COG0097	18	0.657894737	1	Geneset_Overlap
1MUCV	COG0480	1MUCV with COG0480	32	0.855555556	1	Geneset_Overlap
GO:0006396	GO:0005525	GO:0006396 with GO:0005525	1	0.01442823	1	Geneset_Overlap
2VI3Q	GO:0015935	2VI3Q with GO:0015935	1	0.027629234	1	Geneset_Overlap
2VHSF	COG2010	2VHSF with COG2010	46	0.732323232	1	Geneset_Overlap
GO:0004129	COG2010	GO:0004129 with COG2010	5	0.065200211	1	Geneset_Overlap
GO:0031071	2VH91	GO:0031071 with 2VH91	22	0.892857143	1	Geneset_Overlap
GO:0016614	GO:0030288	GO:0016614 with GO:0030288	16	0.4	1	Geneset_Overlap
COG0052	K02967	COG0052 with K02967	16	1	1	Geneset_Overlap
GO:0000162	GO:0030170	GO:0000162 with GO:0030170	3	0.100235294	1	Geneset_Overlap
GO:0003924	GO:0005525	GO:0003924 with GO:0005525	225	0.908371552	1	Geneset_Overlap
K00023	GO:0018454	K00023 with GO:0018454	42	1	1	Geneset_Overlap
2VHKE	1MU08	2VHKE with 1MU08	15	0.840909091	1	Geneset_Overlap
COG0499	K01251	COG0499 with K01251	17	1	1	Geneset_Overlap
GO:0031071	GO:0030170	GO:0031071 with GO:0030170	28	0.626126126	1	Geneset_Overlap
GO:0003924	COG0480	GO:0003924 with COG0480	45	0.599557522	1	Geneset_Overlap
GO:0008976	1MVE2	GO:0008976 with 1MVE2	11	0.656140351	1	Geneset_Overlap
GO:0005509	COG2010	GO:0005509 with COG2010	1	0.010000833	1	Geneset_Overlap
COG0542	GO:0009408	COG0542 with GO:0009408	14	0.630514706	1	Geneset_Overlap
K01915	GO:0004356	K01915 with GO:0004356	31	1	1	Geneset_Overlap
K00114	GO:0016614	K00114 with GO:0016614	17	0.682575758	1	Geneset_Overlap
MAG-108	1MUQ2	0	0	0	1	MAG2Ontology
MAG-108	COG0499	0	0	0	1	MAG2Ontology
MAG-108	GO:0004013	0	0	0	1	MAG2Ontology
MAG-108	K01251	0	0	0	1	MAG2Ontology
MAG-118	GO:0005840	0	0	0	1	MAG2Ontology
MAG-118	GO:0015935	0	0	0	1	MAG2Ontology
MAG-118	GO:0019843	0	0	0	1	MAG2Ontology
MAG-119	2TRGP	0	0	0	1	MAG2Ontology
MAG-120	1MU9K	0	0	0	1	MAG2Ontology
MAG-120	1N6EM	0	0	0	1	MAG2Ontology
MAG-120	2TRGP	0	0	0	1	MAG2Ontology
MAG-120	COG1629	0	0	0	1	MAG2Ontology
MAG-120	COG2885	0	0	0	1	MAG2Ontology
MAG-120	COG4771	0	0	0	1	MAG2Ontology
MAG-120	GO:0051301	0	0	0	1	MAG2Ontology
MAG-121	1MU9K	0	0	0	1	MAG2Ontology
MAG-121	2TRGP	0	0	0	1	MAG2Ontology
MAG-121	COG0811	0	0	0	1	MAG2Ontology
MAG-121	COG1538	0	0	0	1	MAG2Ontology
MAG-121	COG1629	0	0	0	1	MAG2Ontology
MAG-121	COG4771	0	0	0	2	MAG2Ontology
MAG-121	GO:0015562	0	0	0	1	MAG2Ontology
MAG-121	K03561	0	0	0	1	MAG2Ontology
MAG-121	K15725	0	0	0	1	MAG2Ontology
MAG-123	1MU5M	0	0	0	1	MAG2Ontology
MAG-123	COG1053	0	0	0	1	MAG2Ontology
MAG-123	GO:0016627	0	0	0	1	MAG2Ontology
MAG-123	GO:0022900	0	0	0	1	MAG2Ontology
MAG-123	K00239	0	0	0	1	MAG2Ontology
MAG-124	1MUEV	0	0	0	1	MAG2Ontology
MAG-124	COG1028	0	0	0	1	MAG2Ontology
MAG-124	GO:0018454	0	0	0	1	MAG2Ontology
MAG-124	K00023	0	0	0	1	MAG2Ontology
MAG-128	1MU5M	0	0	0	1	MAG2Ontology
MAG-128	COG1053	0	0	0	1	MAG2Ontology
MAG-128	GO:0016627	0	0	0	1	MAG2Ontology
MAG-128	GO:0022900	0	0	0	1	MAG2Ontology
MAG-128	K00239	0	0	0	1	MAG2Ontology
MAG-129	2TRGP	0	0	0	1	MAG2Ontology
MAG-129	GO:0015935	0	0	0	1	MAG2Ontology
MAG-129	GO:0019843	0	0	0	1	MAG2Ontology
MAG-133	1MUCV	0	0	0	1	MAG2Ontology
MAG-133	1MUEG	0	0	0	1	MAG2Ontology
MAG-133	1MUKX	0	0	0	1	MAG2Ontology
MAG-133	1MURR	0	0	0	1	MAG2Ontology
MAG-133	1MV5T	0	0	0	2	MAG2Ontology
MAG-133	1MVW2	0	0	0	1	MAG2Ontology
MAG-133	COG0174	0	0	0	1	MAG2Ontology
MAG-133	COG0202	0	0	0	1	MAG2Ontology
MAG-133	COG0372	0	0	0	1	MAG2Ontology
MAG-133	COG0459	0	0	0	1	MAG2Ontology
MAG-133	COG0480	0	0	0	1	MAG2Ontology
MAG-133	COG0605	0	0	0	1	MAG2Ontology
MAG-133	COG1028	0	0	0	2	MAG2Ontology
MAG-133	COG1840	0	0	0	1	MAG2Ontology
MAG-133	GO:0003746	0	0	0	1	MAG2Ontology
MAG-133	GO:0003924	0	0	0	2	MAG2Ontology
MAG-133	GO:0004108	0	0	0	1	MAG2Ontology
MAG-133	GO:0004356	0	0	0	1	MAG2Ontology
MAG-133	GO:0004784	0	0	0	1	MAG2Ontology
MAG-133	GO:0005525	0	0	0	2	MAG2Ontology
MAG-133	GO:0005840	0	0	0	6	MAG2Ontology
MAG-133	GO:0006414	0	0	0	1	MAG2Ontology
MAG-133	GO:0006801	0	0	0	1	MAG2Ontology
MAG-133	GO:0006807	0	0	0	1	MAG2Ontology
MAG-133	GO:0009228	0	0	0	1	MAG2Ontology
MAG-133	GO:0015934	0	0	0	2	MAG2Ontology
MAG-133	GO:0015935	0	0	0	1	MAG2Ontology
MAG-133	GO:0042026	0	0	0	1	MAG2Ontology
MAG-133	GO:0046912	0	0	0	1	MAG2Ontology
MAG-133	GO:0046983	0	0	0	1	MAG2Ontology
MAG-133	GO:0051301	0	0	0	1	MAG2Ontology
MAG-133	K01647	0	0	0	1	MAG2Ontology
MAG-133	K01915	0	0	0	1	MAG2Ontology
MAG-133	K01999	0	0	0	6	MAG2Ontology
MAG-133	K02012	0	0	0	1	MAG2Ontology
MAG-133	K02355	0	0	0	1	MAG2Ontology
MAG-133	K03040	0	0	0	1	MAG2Ontology
MAG-133	K03704	0	0	0	3	MAG2Ontology
MAG-133	K04077	0	0	0	1	MAG2Ontology
MAG-133	K04564	0	0	0	1	MAG2Ontology
MAG-134	1MUKX	0	0	0	1	MAG2Ontology
MAG-134	1MURR	0	0	0	1	MAG2Ontology
MAG-134	COG0372	0	0	0	1	MAG2Ontology
MAG-134	COG0459	0	0	0	1	MAG2Ontology
MAG-134	GO:0004108	0	0	0	1	MAG2Ontology
MAG-134	GO:0006457	0	0	0	1	MAG2Ontology
MAG-134	GO:0042026	0	0	0	1	MAG2Ontology
MAG-134	GO:0046912	0	0	0	1	MAG2Ontology
MAG-134	GO:0051301	0	0	0	1	MAG2Ontology
MAG-134	K01647	0	0	0	1	MAG2Ontology
MAG-134	K01999	0	0	0	1	MAG2Ontology
MAG-134	K04077	0	0	0	1	MAG2Ontology
MAG-139	GO:0009055	0	0	0	1	MAG2Ontology
MAG-140	1MUQX	0	0	0	2	MAG2Ontology
MAG-140	COG4993	0	0	0	2	MAG2Ontology
MAG-140	GO:0005509	0	0	0	4	MAG2Ontology
MAG-140	GO:0006457	0	0	0	1	MAG2Ontology
MAG-140	GO:0016614	0	0	0	2	MAG2Ontology
MAG-140	GO:0030288	0	0	0	1	MAG2Ontology
MAG-140	K00114	0	0	0	1	MAG2Ontology
MAG-143	2TRGP	0	0	0	1	MAG2Ontology
MAG-156	1MVIN	0	0	0	1	MAG2Ontology
MAG-156	COG0649	0	0	0	1	MAG2Ontology
MAG-156	GO:0048038	0	0	0	1	MAG2Ontology
MAG-156	K00333	0	0	0	1	MAG2Ontology
MAG-158	COG1140	0	0	0	1	MAG2Ontology
MAG-158	GO:0005840	0	0	0	1	MAG2Ontology
MAG-158	GO:0008940	0	0	0	1	MAG2Ontology
MAG-158	GO:0009325	0	0	0	1	MAG2Ontology
MAG-158	GO:0019843	0	0	0	1	MAG2Ontology
MAG-158	GO:0042126	0	0	0	1	MAG2Ontology
MAG-158	K00371	0	0	0	1	MAG2Ontology
MAG-16	COG0050	0	0	0	1	MAG2Ontology
MAG-16	GO:0003746	0	0	0	1	MAG2Ontology
MAG-16	GO:0003924	0	0	0	1	MAG2Ontology
MAG-16	GO:0005525	0	0	0	1	MAG2Ontology
MAG-16	GO:0006414	0	0	0	1	MAG2Ontology
MAG-16	K02358	0	0	0	1	MAG2Ontology
MAG-166	COG0202	0	0	0	1	MAG2Ontology
MAG-166	GO:0046983	0	0	0	1	MAG2Ontology
MAG-166	K03040	0	0	0	1	MAG2Ontology
MAG-167	1MUKX	0	0	0	1	MAG2Ontology
MAG-167	COG0372	0	0	0	1	MAG2Ontology
MAG-167	GO:0004108	0	0	0	1	MAG2Ontology
MAG-167	GO:0006807	0	0	0	1	MAG2Ontology
MAG-167	GO:0009228	0	0	0	1	MAG2Ontology
MAG-167	GO:0046912	0	0	0	1	MAG2Ontology
MAG-167	K01647	0	0	0	1	MAG2Ontology
MAG-168	COG0148	0	0	0	1	MAG2Ontology
MAG-168	GO:0000015	0	0	0	1	MAG2Ontology
MAG-168	GO:0004634	0	0	0	1	MAG2Ontology
MAG-168	GO:0005840	0	0	0	1	MAG2Ontology
MAG-168	K01689	0	0	0	1	MAG2Ontology
MAG-169	GO:0005840	0	0	0	1	MAG2Ontology
MAG-169	GO:0015935	0	0	0	1	MAG2Ontology
MAG-170	GO:0016625	0	0	0	1	MAG2Ontology
MAG-171	COG0202	0	0	0	1	MAG2Ontology
MAG-171	GO:0005840	0	0	0	2	MAG2Ontology
MAG-171	GO:0015934	0	0	0	1	MAG2Ontology
MAG-171	GO:0015935	0	0	0	1	MAG2Ontology
MAG-171	GO:0046983	0	0	0	1	MAG2Ontology
MAG-171	K03040	0	0	0	1	MAG2Ontology
MAG-174	1MUQX	0	0	0	1	MAG2Ontology
MAG-174	COG4993	0	0	0	1	MAG2Ontology
MAG-174	K00114	0	0	0	1	MAG2Ontology
MAG-175	GO:0051301	0	0	0	1	MAG2Ontology
MAG-176	1MU5M	0	0	0	1	MAG2Ontology
MAG-176	1MUQX	0	0	0	3	MAG2Ontology
MAG-176	1MWUN	0	0	0	1	MAG2Ontology
MAG-176	1N6EM	0	0	0	1	MAG2Ontology
MAG-176	2VHM6	0	0	0	1	MAG2Ontology
MAG-176	2VM27	0	0	0	1	MAG2Ontology
MAG-176	COG1053	0	0	0	1	MAG2Ontology
MAG-176	COG2885	0	0	0	1	MAG2Ontology
MAG-176	COG4993	0	0	0	3	MAG2Ontology
MAG-176	GO:0005509	0	0	0	3	MAG2Ontology
MAG-176	GO:0016614	0	0	0	2	MAG2Ontology
MAG-176	GO:0016627	0	0	0	1	MAG2Ontology
MAG-176	GO:0022900	0	0	0	1	MAG2Ontology
MAG-176	GO:0030288	0	0	0	1	MAG2Ontology
MAG-176	GO:0051301	0	0	0	1	MAG2Ontology
MAG-176	GO:0052935	0	0	0	2	MAG2Ontology
MAG-176	K00114	0	0	0	2	MAG2Ontology
MAG-176	K00239	0	0	0	1	MAG2Ontology
MAG-176	K03286	0	0	0	1	MAG2Ontology
MAG-177	1MUEG	0	0	0	1	MAG2Ontology
MAG-177	1MUEV	0	0	0	1	MAG2Ontology
MAG-177	1MUKX	0	0	0	1	MAG2Ontology
MAG-177	1MUQX	0	0	0	1	MAG2Ontology
MAG-177	2VH8R	0	0	0	1	MAG2Ontology
MAG-177	COG0372	0	0	0	1	MAG2Ontology
MAG-177	COG1028	0	0	0	1	MAG2Ontology
MAG-177	COG1840	0	0	0	1	MAG2Ontology
MAG-177	COG2010	0	0	0	1	MAG2Ontology
MAG-177	COG4993	0	0	0	1	MAG2Ontology
MAG-177	GO:0003746	0	0	0	1	MAG2Ontology
MAG-177	GO:0004108	0	0	0	1	MAG2Ontology
MAG-177	GO:0005509	0	0	0	1	MAG2Ontology
MAG-177	GO:0005840	0	0	0	1	MAG2Ontology
MAG-177	GO:0006414	0	0	0	1	MAG2Ontology
MAG-177	GO:0008940	0	0	0	1	MAG2Ontology
MAG-177	GO:0009055	0	0	0	1	MAG2Ontology
MAG-177	GO:0009325	0	0	0	1	MAG2Ontology
MAG-177	GO:0016614	0	0	0	1	MAG2Ontology
MAG-177	GO:0016779	0	0	0	1	MAG2Ontology
MAG-177	GO:0018454	0	0	0	1	MAG2Ontology
MAG-177	GO:0020037	0	0	0	1	MAG2Ontology
MAG-177	GO:0030288	0	0	0	1	MAG2Ontology
MAG-177	GO:0046912	0	0	0	1	MAG2Ontology
MAG-177	GO:0051301	0	0	0	1	MAG2Ontology
MAG-177	GO:0052935	0	0	0	1	MAG2Ontology
MAG-177	K00023	0	0	0	1	MAG2Ontology
MAG-177	K01647	0	0	0	1	MAG2Ontology
MAG-177	K02012	0	0	0	1	MAG2Ontology
MAG-178	1MU5M	0	0	0	1	MAG2Ontology
MAG-178	1MUKX	0	0	0	1	MAG2Ontology
MAG-178	1MV5T	0	0	0	1	MAG2Ontology
MAG-178	1MVIN	0	0	0	1	MAG2Ontology
MAG-178	1MW9S	0	0	0	1	MAG2Ontology
MAG-178	1N3PN	0	0	0	1	MAG2Ontology
MAG-178	1N6EM	0	0	0	1	MAG2Ontology
MAG-178	2VHM6	0	0	0	1	MAG2Ontology
MAG-178	2VHSF	0	0	0	1	MAG2Ontology
MAG-178	2VM27	0	0	0	1	MAG2Ontology
MAG-178	COG0372	0	0	0	1	MAG2Ontology
MAG-178	COG0649	0	0	0	1	MAG2Ontology
MAG-178	COG1053	0	0	0	1	MAG2Ontology
MAG-178	COG1140	0	0	0	1	MAG2Ontology
MAG-178	COG2010	0	0	0	2	MAG2Ontology
MAG-178	COG2885	0	0	0	1	MAG2Ontology
MAG-178	COG5013	0	0	0	1	MAG2Ontology
MAG-178	GO:0003746	0	0	0	1	MAG2Ontology
MAG-178	GO:0004108	0	0	0	1	MAG2Ontology
MAG-178	GO:0005525	0	0	0	1	MAG2Ontology
MAG-178	GO:0005840	0	0	0	1	MAG2Ontology
MAG-178	GO:0006396	0	0	0	1	MAG2Ontology
MAG-178	GO:0006414	0	0	0	1	MAG2Ontology
MAG-178	GO:0008940	0	0	0	3	MAG2Ontology
MAG-178	GO:0009055	0	0	0	4	MAG2Ontology
MAG-178	GO:0009325	0	0	0	3	MAG2Ontology
MAG-178	GO:0016627	0	0	0	1	MAG2Ontology
MAG-178	GO:0020037	0	0	0	4	MAG2Ontology
MAG-178	GO:0022900	0	0	0	1	MAG2Ontology
MAG-178	GO:0042126	0	0	0	2	MAG2Ontology
MAG-178	GO:0043546	0	0	0	1	MAG2Ontology
MAG-178	GO:0046912	0	0	0	1	MAG2Ontology
MAG-178	GO:0048038	0	0	0	1	MAG2Ontology
MAG-178	GO:0051539	0	0	0	2	MAG2Ontology
MAG-178	K00239	0	0	0	1	MAG2Ontology
MAG-178	K00333	0	0	0	1	MAG2Ontology
MAG-178	K00370	0	0	0	1	MAG2Ontology
MAG-178	K00371	0	0	0	1	MAG2Ontology
MAG-178	K00658	0	0	0	1	MAG2Ontology
MAG-178	K01647	0	0	0	1	MAG2Ontology
MAG-178	K01999	0	0	0	1	MAG2Ontology
MAG-178	K03286	0	0	0	1	MAG2Ontology
MAG-178	K15864	0	0	0	1	MAG2Ontology
MAG-179	GO:0000162	0	0	0	1	MAG2Ontology
MAG-179	GO:0005840	0	0	0	1	MAG2Ontology
MAG-179	GO:0051539	0	0	0	1	MAG2Ontology
MAG-179	K03704	0	0	0	1	MAG2Ontology
MAG-180	GO:0005840	0	0	0	3	MAG2Ontology
MAG-180	GO:0009089	0	0	0	1	MAG2Ontology
MAG-180	GO:0015935	0	0	0	1	MAG2Ontology
MAG-180	GO:0019843	0	0	0	1	MAG2Ontology
MAG-181	1MU33	0	0	0	1	MAG2Ontology
MAG-181	COG0052	0	0	0	1	MAG2Ontology
MAG-181	GO:0003924	0	0	0	3	MAG2Ontology
MAG-181	GO:0005525	0	0	0	4	MAG2Ontology
MAG-181	GO:0005840	0	0	0	2	MAG2Ontology
MAG-181	GO:0015934	0	0	0	1	MAG2Ontology
MAG-181	GO:0015935	0	0	0	1	MAG2Ontology
MAG-181	K02967	0	0	0	1	MAG2Ontology
MAG-181	K03704	0	0	0	1	MAG2Ontology
MAG-182	1MU33	0	0	0	1	MAG2Ontology
MAG-182	1MVW7	0	0	0	1	MAG2Ontology
MAG-182	2VI2M	0	0	0	1	MAG2Ontology
MAG-182	COG0052	0	0	0	1	MAG2Ontology
MAG-182	COG0174	0	0	0	1	MAG2Ontology
MAG-182	COG0542	0	0	0	1	MAG2Ontology
MAG-182	COG0811	0	0	0	1	MAG2Ontology
MAG-182	COG2010	0	0	0	2	MAG2Ontology
MAG-182	COG2766	0	0	0	1	MAG2Ontology
MAG-182	GO:0000162	0	0	0	1	MAG2Ontology
MAG-182	GO:0003924	0	0	0	2	MAG2Ontology
MAG-182	GO:0004129	0	0	0	1	MAG2Ontology
MAG-182	GO:0004356	0	0	0	1	MAG2Ontology
MAG-182	GO:0005525	0	0	0	3	MAG2Ontology
MAG-182	GO:0005840	0	0	0	2	MAG2Ontology
MAG-182	GO:0006807	0	0	0	1	MAG2Ontology
MAG-182	GO:0009055	0	0	0	2	MAG2Ontology
MAG-182	GO:0015935	0	0	0	1	MAG2Ontology
MAG-182	GO:0016639	0	0	0	1	MAG2Ontology
MAG-182	GO:0016779	0	0	0	1	MAG2Ontology
MAG-182	GO:0019538	0	0	0	2	MAG2Ontology
MAG-182	GO:0020037	0	0	0	2	MAG2Ontology
MAG-182	GO:0022900	0	0	0	1	MAG2Ontology
MAG-182	GO:0030170	0	0	0	1	MAG2Ontology
MAG-182	GO:0051301	0	0	0	1	MAG2Ontology
MAG-182	K01915	0	0	0	1	MAG2Ontology
MAG-182	K01999	0	0	0	2	MAG2Ontology
MAG-182	K02967	0	0	0	1	MAG2Ontology
MAG-182	K03561	0	0	0	1	MAG2Ontology
MAG-182	K07180	0	0	0	1	MAG2Ontology
MAG-183	1MUKX	0	0	0	1	MAG2Ontology
MAG-183	COG0202	0	0	0	1	MAG2Ontology
MAG-183	COG0372	0	0	0	1	MAG2Ontology
MAG-183	COG0542	0	0	0	1	MAG2Ontology
MAG-183	COG1538	0	0	0	1	MAG2Ontology
MAG-183	COG2010	0	0	0	1	MAG2Ontology
MAG-183	GO:0003924	0	0	0	2	MAG2Ontology
MAG-183	GO:0004108	0	0	0	1	MAG2Ontology
MAG-183	GO:0004129	0	0	0	1	MAG2Ontology
MAG-183	GO:0005525	0	0	0	4	MAG2Ontology
MAG-183	GO:0005840	0	0	0	3	MAG2Ontology
MAG-183	GO:0006807	0	0	0	1	MAG2Ontology
MAG-183	GO:0006812	0	0	0	1	MAG2Ontology
MAG-183	GO:0009055	0	0	0	1	MAG2Ontology
MAG-183	GO:0015562	0	0	0	1	MAG2Ontology
MAG-183	GO:0015934	0	0	0	1	MAG2Ontology
MAG-183	GO:0019538	0	0	0	1	MAG2Ontology
MAG-183	GO:0019843	0	0	0	1	MAG2Ontology
MAG-183	GO:0020037	0	0	0	1	MAG2Ontology
MAG-183	GO:0022900	0	0	0	1	MAG2Ontology
MAG-183	GO:0030170	0	0	0	1	MAG2Ontology
MAG-183	GO:0046912	0	0	0	1	MAG2Ontology
MAG-183	GO:0046983	0	0	0	1	MAG2Ontology
MAG-183	GO:0051301	0	0	0	1	MAG2Ontology
MAG-183	K01647	0	0	0	1	MAG2Ontology
MAG-183	K01999	0	0	0	1	MAG2Ontology
MAG-183	K03040	0	0	0	1	MAG2Ontology
MAG-183	K15725	0	0	0	1	MAG2Ontology
MAG-183	K15726	0	0	0	1	MAG2Ontology
MAG-184	1MVW7	0	0	0	1	MAG2Ontology
MAG-184	2VI2M	0	0	0	1	MAG2Ontology
MAG-184	COG2766	0	0	0	1	MAG2Ontology
MAG-184	K07180	0	0	0	1	MAG2Ontology
MAG-186	COG0050	0	0	0	1	MAG2Ontology
MAG-186	COG0202	0	0	0	1	MAG2Ontology
MAG-186	GO:0003746	0	0	0	1	MAG2Ontology
MAG-186	GO:0003924	0	0	0	1	MAG2Ontology
MAG-186	GO:0005525	0	0	0	2	MAG2Ontology
MAG-186	GO:0005840	0	0	0	5	MAG2Ontology
MAG-186	GO:0006414	0	0	0	1	MAG2Ontology
MAG-186	GO:0006457	0	0	0	1	MAG2Ontology
MAG-186	GO:0015934	0	0	0	2	MAG2Ontology
MAG-186	GO:0015935	0	0	0	3	MAG2Ontology
MAG-186	GO:0019843	0	0	0	2	MAG2Ontology
MAG-186	GO:0046983	0	0	0	1	MAG2Ontology
MAG-186	GO:0051539	0	0	0	1	MAG2Ontology
MAG-186	K02358	0	0	0	1	MAG2Ontology
MAG-186	K03040	0	0	0	1	MAG2Ontology
MAG-187	COG0202	0	0	0	1	MAG2Ontology
MAG-187	GO:0005840	0	0	0	1	MAG2Ontology
MAG-187	GO:0015934	0	0	0	1	MAG2Ontology
MAG-187	GO:0046983	0	0	0	1	MAG2Ontology
MAG-187	K03040	0	0	0	1	MAG2Ontology
MAG-188	COG0202	0	0	0	1	MAG2Ontology
MAG-188	GO:0005840	0	0	0	2	MAG2Ontology
MAG-188	GO:0006457	0	0	0	1	MAG2Ontology
MAG-188	GO:0019843	0	0	0	1	MAG2Ontology
MAG-188	GO:0046983	0	0	0	1	MAG2Ontology
MAG-188	K03040	0	0	0	1	MAG2Ontology
MAG-188	K03704	0	0	0	1	MAG2Ontology
MAG-189	GO:0005840	0	0	0	1	MAG2Ontology
MAG-189	GO:0006457	0	0	0	1	MAG2Ontology
MAG-189	GO:0019843	0	0	0	1	MAG2Ontology
MAG-189	GO:0030170	0	0	0	1	MAG2Ontology
MAG-190	1MURH	0	0	0	1	MAG2Ontology
MAG-190	COG0542	0	0	0	1	MAG2Ontology
MAG-190	GO:0005525	0	0	0	1	MAG2Ontology
MAG-190	GO:0005840	0	0	0	3	MAG2Ontology
MAG-190	GO:0008483	0	0	0	1	MAG2Ontology
MAG-190	GO:0009408	0	0	0	1	MAG2Ontology
MAG-190	GO:0019538	0	0	0	1	MAG2Ontology
MAG-190	GO:0030170	0	0	0	3	MAG2Ontology
