Source	Target	shared name	Overlap_size	similarity_coefficient	link	Type
MAG-201	GO:0009678	0	0	0	1	MAG2Ontology
MAG-201	GO:0015930	0	0	0	1	MAG2Ontology
MAG-201	GO:0016208	0	0	0	1	MAG2Ontology
MAG-201	GO:0016625	0	0	0	1	MAG2Ontology
MAG-201	GO:0016638	0	0	0	1	MAG2Ontology
MAG-201	GO:0018454	0	0	0	1	MAG2Ontology
MAG-201	GO:0019427	0	0	0	1	MAG2Ontology
MAG-201	GO:0034220	0	0	0	1	MAG2Ontology
MAG-201	GO:0046912	0	0	0	1	MAG2Ontology
MAG-201	K00023	0	0	0	1	MAG2Ontology
MAG-201	K00024	0	0	0	1	MAG2Ontology
MAG-201	K01624	0	0	0	1	MAG2Ontology
MAG-201	K01647	0	0	0	1	MAG2Ontology
MAG-201	K01689	0	0	0	2	MAG2Ontology
MAG-201	K01895	0	0	0	2	MAG2Ontology
MAG-201	K03286	0	0	0	1	MAG2Ontology
MAG-201	K07220	0	0	0	3	MAG2Ontology
MAG-201	K15987	0	0	0	1	MAG2Ontology
MAG-202	1MU1N	0	0	0	2	MAG2Ontology
MAG-202	1MUEV	0	0	0	1	MAG2Ontology
MAG-202	1MUF5	0	0	0	1	MAG2Ontology
MAG-202	1MURX	0	0	0	1	MAG2Ontology
MAG-202	1MUXX	0	0	0	2	MAG2Ontology
MAG-202	1MV57	0	0	0	1	MAG2Ontology
MAG-202	1MZ2X	0	0	0	1	MAG2Ontology
MAG-202	1RB94	0	0	0	2	MAG2Ontology
MAG-202	2VH8R	0	0	0	1	MAG2Ontology
MAG-202	COG0039	0	0	0	1	MAG2Ontology
MAG-202	COG0067	0	0	0	1	MAG2Ontology
MAG-202	COG0069	0	0	0	1	MAG2Ontology
MAG-202	COG0070	0	0	0	1	MAG2Ontology
MAG-202	COG0148	0	0	0	2	MAG2Ontology
MAG-202	COG0191	0	0	0	1	MAG2Ontology
MAG-202	COG0365	0	0	0	1	MAG2Ontology
MAG-202	COG1028	0	0	0	1	MAG2Ontology
MAG-202	COG1140	0	0	0	1	MAG2Ontology
MAG-202	COG1392	0	0	0	4	MAG2Ontology
MAG-202	COG1884	0	0	0	2	MAG2Ontology
MAG-202	COG2857	0	0	0	1	MAG2Ontology
MAG-202	GO:0000015	0	0	0	2	MAG2Ontology
MAG-202	GO:0004332	0	0	0	1	MAG2Ontology
MAG-202	GO:0004553	0	0	0	1	MAG2Ontology
MAG-202	GO:0004634	0	0	0	2	MAG2Ontology
MAG-202	GO:0005975	0	0	0	5	MAG2Ontology
MAG-202	GO:0006096	0	0	0	3	MAG2Ontology
MAG-202	GO:0006537	0	0	0	1	MAG2Ontology
MAG-202	GO:0008940	0	0	0	1	MAG2Ontology
MAG-202	GO:0009325	0	0	0	1	MAG2Ontology
MAG-202	GO:0015930	0	0	0	1	MAG2Ontology
MAG-202	GO:0016625	0	0	0	1	MAG2Ontology
MAG-202	GO:0016638	0	0	0	1	MAG2Ontology
MAG-202	GO:0018454	0	0	0	1	MAG2Ontology
MAG-202	GO:0034220	0	0	0	1	MAG2Ontology
MAG-202	GO:0042126	0	0	0	1	MAG2Ontology
MAG-202	K00023	0	0	0	1	MAG2Ontology
MAG-202	K00024	0	0	0	1	MAG2Ontology
MAG-202	K00371	0	0	0	1	MAG2Ontology
MAG-202	K01624	0	0	0	1	MAG2Ontology
MAG-202	K01689	0	0	0	2	MAG2Ontology
MAG-202	K07220	0	0	0	4	MAG2Ontology
MAG-203	1MU1N	0	0	0	1	MAG2Ontology
MAG-203	1MUEV	0	0	0	1	MAG2Ontology
MAG-203	1MUF5	0	0	0	2	MAG2Ontology
MAG-203	1MUKX	0	0	0	1	MAG2Ontology
MAG-203	1MUXX	0	0	0	1	MAG2Ontology
MAG-203	1N6EM	0	0	0	1	MAG2Ontology
MAG-203	1RB94	0	0	0	2	MAG2Ontology
MAG-203	2VH8R	0	0	0	1	MAG2Ontology
MAG-203	2VIJF	0	0	0	1	MAG2Ontology
MAG-203	2VIP3	0	0	0	1	MAG2Ontology
MAG-203	2VM27	0	0	0	1	MAG2Ontology
MAG-203	COG0148	0	0	0	1	MAG2Ontology
MAG-203	COG0365	0	0	0	2	MAG2Ontology
MAG-203	COG0372	0	0	0	1	MAG2Ontology
MAG-203	COG0574	0	0	0	1	MAG2Ontology
MAG-203	COG1028	0	0	0	1	MAG2Ontology
MAG-203	COG1392	0	0	0	3	MAG2Ontology
MAG-203	COG1884	0	0	0	1	MAG2Ontology
MAG-203	GO:0000015	0	0	0	1	MAG2Ontology
MAG-203	GO:0003987	0	0	0	1	MAG2Ontology
MAG-203	GO:0004108	0	0	0	1	MAG2Ontology
MAG-203	GO:0004553	0	0	0	1	MAG2Ontology
MAG-203	GO:0004634	0	0	0	1	MAG2Ontology
MAG-203	GO:0005975	0	0	0	3	MAG2Ontology
MAG-203	GO:0006090	0	0	0	1	MAG2Ontology
MAG-203	GO:0006096	0	0	0	1	MAG2Ontology
MAG-203	GO:0016208	0	0	0	1	MAG2Ontology
MAG-203	GO:0018454	0	0	0	1	MAG2Ontology
MAG-203	GO:0019427	0	0	0	1	MAG2Ontology
MAG-203	GO:0034220	0	0	0	1	MAG2Ontology
MAG-203	GO:0046912	0	0	0	1	MAG2Ontology
MAG-203	K00023	0	0	0	1	MAG2Ontology
MAG-203	K01647	0	0	0	1	MAG2Ontology
MAG-203	K01689	0	0	0	1	MAG2Ontology
MAG-203	K01895	0	0	0	1	MAG2Ontology
MAG-203	K03286	0	0	0	1	MAG2Ontology
MAG-203	K07220	0	0	0	3	MAG2Ontology
MAG-204	1MUKX	0	0	0	1	MAG2Ontology
MAG-204	2VIJF	0	0	0	1	MAG2Ontology
MAG-204	COG0372	0	0	0	1	MAG2Ontology
MAG-204	GO:0004108	0	0	0	1	MAG2Ontology
MAG-204	GO:0016625	0	0	0	1	MAG2Ontology
MAG-204	GO:0046912	0	0	0	1	MAG2Ontology
MAG-204	K01647	0	0	0	1	MAG2Ontology
MAG-206	COG1028	0	0	0	1	MAG2Ontology
MAG-206	GO:0008137	0	0	0	1	MAG2Ontology
MAG-207	COG1028	0	0	0	1	MAG2Ontology
MAG-207	GO:0008137	0	0	0	1	MAG2Ontology
MAG-208	COG3808	0	0	0	1	MAG2Ontology
MAG-208	GO:0008137	0	0	0	1	MAG2Ontology
MAG-208	GO:0009678	0	0	0	1	MAG2Ontology
MAG-208	K15987	0	0	0	1	MAG2Ontology
MAG-209	1MUEV	0	0	0	1	MAG2Ontology
MAG-209	1MW9S	0	0	0	1	MAG2Ontology
MAG-209	2VH8R	0	0	0	1	MAG2Ontology
MAG-209	COG0574	0	0	0	1	MAG2Ontology
MAG-209	COG1012	0	0	0	1	MAG2Ontology
MAG-209	COG1028	0	0	0	2	MAG2Ontology
MAG-209	COG1140	0	0	0	1	MAG2Ontology
MAG-209	COG5013	0	0	0	1	MAG2Ontology
MAG-209	GO:0004812	0	0	0	1	MAG2Ontology
MAG-209	GO:0005886	0	0	0	1	MAG2Ontology
MAG-209	GO:0006090	0	0	0	1	MAG2Ontology
MAG-209	GO:0006418	0	0	0	1	MAG2Ontology
MAG-209	GO:0008137	0	0	0	1	MAG2Ontology
MAG-209	GO:0008940	0	0	0	2	MAG2Ontology
MAG-209	GO:0009325	0	0	0	2	MAG2Ontology
MAG-209	GO:0018454	0	0	0	1	MAG2Ontology
MAG-209	GO:0042126	0	0	0	2	MAG2Ontology
MAG-209	K00023	0	0	0	1	MAG2Ontology
MAG-209	K00370	0	0	0	1	MAG2Ontology
MAG-209	K00371	0	0	0	1	MAG2Ontology
MAG-219	GO:0016625	0	0	0	1	MAG2Ontology
MAG-222	1MW9S	0	0	0	1	MAG2Ontology
MAG-222	COG5013	0	0	0	1	MAG2Ontology
MAG-222	GO:0008940	0	0	0	1	MAG2Ontology
MAG-222	GO:0009325	0	0	0	1	MAG2Ontology
MAG-222	GO:0042126	0	0	0	1	MAG2Ontology
MAG-222	K00370	0	0	0	1	MAG2Ontology
MAG-225	1MV57	0	0	0	1	MAG2Ontology
MAG-225	COG0039	0	0	0	1	MAG2Ontology
MAG-225	GO:0005975	0	0	0	1	MAG2Ontology
MAG-225	K00024	0	0	0	1	MAG2Ontology
MAG-227	1MV57	0	0	0	1	MAG2Ontology
MAG-227	COG0039	0	0	0	1	MAG2Ontology
MAG-227	GO:0005975	0	0	0	1	MAG2Ontology
MAG-227	GO:0034220	0	0	0	1	MAG2Ontology
MAG-227	K00024	0	0	0	1	MAG2Ontology
MAG-227	K03286	0	0	0	1	MAG2Ontology
MAG-229	GO:0004812	0	0	0	1	MAG2Ontology
MAG-229	GO:0006418	0	0	0	1	MAG2Ontology
MAG-230	1MUF5	0	0	0	1	MAG2Ontology
MAG-230	COG0365	0	0	0	1	MAG2Ontology
MAG-230	GO:0000155	0	0	0	1	MAG2Ontology
MAG-230	GO:0003987	0	0	0	1	MAG2Ontology
MAG-230	GO:0016208	0	0	0	1	MAG2Ontology
MAG-230	GO:0019427	0	0	0	1	MAG2Ontology
MAG-230	K01895	0	0	0	1	MAG2Ontology
MAG-234	1MU1N	0	0	0	1	MAG2Ontology
MAG-234	COG0148	0	0	0	1	MAG2Ontology
MAG-234	GO:0000015	0	0	0	1	MAG2Ontology
MAG-234	GO:0004634	0	0	0	1	MAG2Ontology
MAG-234	GO:0006096	0	0	0	1	MAG2Ontology
MAG-234	K01689	0	0	0	1	MAG2Ontology
MAG-235	1MU1N	0	0	0	1	MAG2Ontology
MAG-235	1MUEV	0	0	0	1	MAG2Ontology
MAG-235	2VH8R	0	0	0	1	MAG2Ontology
MAG-235	COG0148	0	0	0	1	MAG2Ontology
MAG-235	COG1028	0	0	0	1	MAG2Ontology
MAG-235	GO:0000015	0	0	0	1	MAG2Ontology
MAG-235	GO:0004634	0	0	0	1	MAG2Ontology
MAG-235	GO:0006096	0	0	0	1	MAG2Ontology
MAG-235	GO:0018454	0	0	0	1	MAG2Ontology
MAG-235	K00023	0	0	0	1	MAG2Ontology
MAG-235	K01689	0	0	0	1	MAG2Ontology
MAG-236	1MU1N	0	0	0	1	MAG2Ontology
MAG-236	COG0148	0	0	0	1	MAG2Ontology
MAG-236	GO:0000015	0	0	0	1	MAG2Ontology
MAG-236	GO:0004634	0	0	0	1	MAG2Ontology
MAG-236	GO:0006096	0	0	0	1	MAG2Ontology
MAG-236	K01689	0	0	0	1	MAG2Ontology
MAG-245	GO:0000162	0	0	0	1	MAG2Ontology
MAG-246	GO:0000162	0	0	0	1	MAG2Ontology
MAG-287	GO:0016625	0	0	0	1	MAG2Ontology
MAG-288	GO:0016625	0	0	0	1	MAG2Ontology
MAG-289	COG1140	0	0	0	1	MAG2Ontology
MAG-289	GO:0016625	0	0	0	1	MAG2Ontology
MAG-289	K00370	0	0	0	1	MAG2Ontology
MAG-289	K00371	0	0	0	1	MAG2Ontology
