"SUID","EnrichmentMap::Colouring (Cd2CK_egg_go_ko)","EnrichmentMap::ES (Cd2CK_egg_go_ko)","EnrichmentMap::fdr_qvalue (Cd2CK_egg_go_ko)","EnrichmentMap::Formatted_name","EnrichmentMap::fwer_qvalue (Cd2CK_egg_go_ko)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (Cd2CK_egg_go_ko)","EnrichmentMap::pvalue (Cd2CK_egg_go_ko)","name","selected","shared name"
"3862","0.9215","0.6121","0.2172","2VQ4W
","1.0","RZI44886.1|RTL23085.1|WP_090319415.1|WP_035933059.1|WP_013804444.1|WP_096449278.1|RTL34219.1|WP_027456663.1|OFZ98106.1|WP_099407143.1|PKO26483.1|EXI90846.1|RIX49058.1|KFB78314.1|WP_004298446.1|WP_015437569.1","This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center","16","ENR","2VQ4W","1.3925","0.0785","2VQ4W","false","2VQ4W"
"3863","-1.0","-0.5451","0.0298","GO:0051539
","0.3507","WP_121324780.1|WP_131407615.1|BBD77440.1|WP_043814147.1|GCC51680.1|TEX46335.1|WP_079436677.1|RTL24834.1|ENO76668.1|WP_011237559.1|WP_079436353.1|WP_070978880.1|WP_048471227.1|WP_079433670.1|RPG83080.1|OGV72118.1|RTL04036.1|WP_054965449.1|OJY87033.1|WP_117609637.1|WP_095195086.1|WP_012585584.1|STP13002.1|WP_015433959.1|WP_027457213.1|EXI82949.1|WP_028994809.1|WP_021249830.1|WP_026685578.1|WP_027457638.1|WP_042414725.1|WP_079435464.1|WP_090373040.1|WP_093358733.1|WP_094267261.1|PKO37086.1|WP_096450825.1|WP_116497214.1|WP_076200618.1|WP_088179509.1|WP_121457220.1|WP_021247960.1|WP_079433698.1|SBT03638.1|WP_079433620.1|ODS60244.1|OFW88070.1|WP_038248771.1|WP_096447893.1|RZW25957.1|EJM75617.1|WP_028877774.1|WP_100919095.1|WP_136574816.1|KYP10379.1|WP_072119551.1|WP_117291645.1|WP_039207631.1|RYG08560.1|WP_110400737.1|WP_095847288.1|WP_068608689.1|PXT85166.1|WP_064024188.1|WP_061091011.1|PLX76719.1|WP_004301251.1|WP_019939420.1|WP_027458076.1|WP_028995836.1|WP_037457312.1|WP_053422110.1|WP_057299804.1|WP_079433870.1|WP_094269219.1|PKO38780.1|WP_113890785.1|WP_119966683.1|WP_121429542.1|WP_121458515.1|WP_124736172.1|TAH44898.1|TEX48077.1|WP_089417628.1|SBT03139.1|SFN35905.1","4 iron, 4 sulfur cluster binding","86","ENR","GO:0051539","-1.8121","0.0","GO:0051539","false","GO:0051539"
"3864","0.9353","0.5596","0.2215","K02886
","1.0","WP_028994187.1|PKO85022.1|PLX71774.1|RTL25783.1|RMG29854.1|PYP86935.1|WP_133773092.1|SBT03617.1|EXI80309.1|AJP49034.1|KFB69202.1|PZN53741.1|WP_079690063.1|WP_066879985.1|OHC65429.1|PTT80254.1|PKO38073.1|WP_106829239.1|WP_012202332.1|WP_069039303.1|OGT55153.1|WP_088439840.1|RFC34779.1|RFC34810.1","RP-L2, MRPL2, rplB; large subunit ribosomal protein L2","24","ENR","K02886","1.3986","0.0647","K02886","false","K02886"
"3865","-0.9979","-0.7689","0.0197","GO:0016625
","0.1847","WP_019227724.1|KFB75060.1|WP_066885384.1|PKO57203.1|WP_079433894.1|OZB12477.1|RTK97250.1|WP_069037846.1|WP_131110840.1|EXI89336.1|OIP09882.1|WP_029526790.1|KFB73396.1|KXK04281.1|WP_029000732.1|SFN35905.1|WP_048471227.1","oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor","17","ENR","GO:0016625","-1.8709","0.0021","GO:0016625","false","GO:0016625"
"3866","-0.9865","-0.4596","0.178","GO:0016627
","0.9999","WP_079435833.1|WP_039598903.1|WP_112745375.1|WP_127121670.1|KFB77619.1|ODU42165.1|SCB08298.1|GBL22878.1|PZQ29239.1|WP_012204130.1|WP_119422854.1|THD33703.1|WP_102247199.1|WP_126978397.1|WP_058935375.1|OJX13646.1|WP_076601781.1|WP_079433480.1|WP_015766859.1|EXI68687.1|WP_027458988.1|WP_100148169.1|EXI84649.1|KFB68258.1|KFB74359.1|SBT04022.1|KFB76906.1|KFB67590.1|WP_012204345.1|WP_114467052.1|KPK19987.1|PZQ72791.1|PCJ60658.1|WP_026057405.1|WP_089883054.1|PZN73492.1|WP_126129176.1|WP_026878076.1|OGI62305.1|WP_101941142.1|WP_019643591.1|WP_004253524.1|WP_018605938.1|WP_008059639.1|WP_014237270.1|WP_028456103.1|WP_041098684.1|OJW47460.1|WP_028252511.1|WP_088179091.1|PKO56786.1|KFB65937.1|PLX76357.1|TEX49442.1|WP_102247198.1|EXI93107.1|WP_107492948.1|WP_110524745.1|WP_121241512.1|RTL37410.1","oxidoreductase activity, acting on the CH-CH group of donors","60","ENR","GO:0016627","-1.4522","0.0135","GO:0016627","false","GO:0016627"
"3867","-0.9964","-0.5019","0.1128","GO:0022900
","0.9742","ODU05444.1|OYY34710.1|PKO33803.1|WP_135191511.1|PTQ78586.1|RTL40498.1|WP_015768558.1|KFB68448.1|WP_013800253.1|AAZ98421.1|WP_012206113.1|WP_107491914.1|WP_133587319.1|WP_056184231.1|TEX48897.1|WP_066534385.1|RIX46274.1|WP_077296138.1|WP_012483223.1|RED15421.1|WP_079435033.1|WP_058935375.1|WP_117335004.1|WP_015766859.1|EXI68687.1|EXI84649.1|KFB68258.1|OQY67604.1|KFB74359.1|KFB74582.1|SBT04022.1|KFB76906.1|WP_012204345.1|WP_117609437.1|WP_114467052.1|KPK19987.1|PZQ72791.1|PCJ60658.1|WP_026057405.1|WP_089883054.1|PZN73492.1|WP_126129176.1|WP_026878076.1|OGI62305.1|WP_019643591.1|WP_004253524.1|KFB68366.1|KFB77654.1|WP_008059639.1|WP_014237270.1|SBT03244.1|WP_028456103.1|WP_041098684.1|WP_088179091.1|PKO56786.1|PLX76357.1|WP_102247198.1|WP_107492948.1|WP_110524745.1|WP_121241512.1|RTL37410.1|WP_079436811.1","electron transport chain","62","ENR","GO:0022900","-1.5815","0.0036","GO:0022900","false","GO:0022900"
"3868","0.9349","0.5687","0.2255","2VI3Q
","1.0","ODS73451.1|PKO26120.1|OYZ55106.1|WP_014235482.1|OIP11335.1|WP_067758259.1|WP_106825664.1|TAG83693.1|WP_061498192.1|WP_012695740.1|WP_136555888.1|WP_108427913.1|WP_004343146.1|WP_012202327.1|WP_016453856.1|WP_076604510.1|KFB69210.1|PKO29730.1|WP_108949537.1|TEX49225.1|KLT21213.1|ALD91789.1","Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome","22","ENR","2VI3Q","1.3842","0.0651","2VI3Q","false","2VI3Q"
"3869","-0.988","-0.4827","0.1437","GO:0046912
","0.9989","OHE60758.1|OGP09261.1|PKO85690.1|WP_101944400.1|WP_126459205.1|WP_056876738.1|WP_014238527.1|WP_114401430.1|WP_018952948.1|WP_128198914.1|WP_029939899.1|WP_012206661.1|WP_084269874.1|OJY14595.1|RZI70655.1|WP_042084243.1|KPK19984.1|OIP08438.1|OLB54551.1|PJI38023.1|WP_133314182.1|WP_013215864.1|WP_055037836.1|WP_075187930.1|WP_007866641.1|WP_011158456.1|WP_068082899.1|TAK91950.1|WP_004651294.1|WP_108176835.1|WP_004361350.1|WP_011239598.1|WP_011288588.1|WP_012204342.1|WP_015435441.1|WP_028995009.1|OFZ97010.1|OHC70316.1|WP_090702123.1|PKO90014.1|WP_117609045.1|WP_121241506.1|WP_121457279.1|RTL37413.1|TAH41053.1|TEX44640.1|EXI78438.1|EXI68690.1|WP_020891317.1|EXI79150.1|KFB68261.1|PZR33558.1|KFB77946.1","transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer","53","ENR","GO:0046912","-1.4926","0.012","GO:0046912","false","GO:0046912"
"3870","0.9976","0.5068","0.1249","1MURR
","0.9988","WP_102648302.1|WP_134195739.1|WP_124649802.1|WP_054124927.1|WP_105506304.1|CAY85812.1|WP_004180305.1|WP_013744694.1|WP_014074409.1|WP_026687922.1|WP_027473956.1|WP_054018941.1|ODU92658.1|PKO45489.1|WP_119290157.1|WP_120215497.1|RTL33178.1|WP_127089458.1|RYD42434.1|TIV76374.1|WP_137099209.1|WP_032112406.1|WP_034795833.1|WP_038603978.1|WP_057842829.1|OGI62592.1|OJY38051.1|OXS29522.1|WP_102246209.1|WP_127860425.1|TAJ32927.1|OFZ45950.1|PKO93389.1|WP_120048763.1|WP_127255656.1|TAK83852.1|WP_133494368.1|WP_014197822.1|WP_066134479.1|OPY01703.1|WP_112381317.1|WP_135211313.1|WP_013522138.1|WP_050526234.1|WP_008115203.1|WP_011236479.1|WP_011286192.1|WP_012207458.1|RPF97242.1|WP_015434519.1|WP_027456623.1|WP_038304811.1|WP_056109950.1|WP_062352942.1|WP_067170571.1|OGA06426.1|OGA25275.1|WP_079434226.1|OQW42457.1|OQW82332.1|PKO36077.1|PLX71094.1|WP_056240040.1|WP_121583815.1|WP_131279024.1|WP_133857735.1|TEX44287.1|WP_135177995.1|KFB66796.1|KFB73498.1|RDE50699.1|OGA07404.1|WP_116499074.1|KPK18212.1","Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions","74","ENR","1MURR","1.5407","0.0024","1MURR","false","1MURR"
"3871","0.9916","0.6946","0.0848","K16090
","0.8652","WP_099742771.1|TAG79342.1|WP_082007526.1|WP_088484363.1|WP_004374157.1|RTL15944.1|WP_011286820.1|WP_127996013.1|WP_012585999.1|WP_027457926.1|WP_062352072.1|WP_066886332.1|TEX44246.1|OHC65946.1|WP_011483958.1|RTL36445.1|AMO25608.1|OHC69318.1|WP_072598857.1","fiu; catecholate siderophore receptor","19","ENR","K16090","1.6478","0.0084","K16090","false","K16090"
"3872","-0.9697","-0.4783","0.2019","COG0840
","1.0","EXI67162.1|WP_069037379.1|KFB67451.1|KFB75506.1|KFB76159.1|SBT05777.1|KFB75860.1|WP_079432589.1|WP_079434807.1|WP_117609932.1|KFB73615.1|KFB77380.1|WP_062357587.1|WP_117608031.1|KFB73812.1|WP_079436695.1|RIX41165.1|RTL25673.1|WP_127558841.1|OHC15899.1|WP_079434342.1|KFB75295.1|WP_043421944.1|WP_011286327.1|WP_066884201.1|EPZ14441.1|KFB70255.1|WP_051453178.1|WP_057687147.1|KFB75864.1|WP_111483238.1|WP_056263028.1|WP_035309230.1|RTL40429.1|OQW49172.1|WP_020485871.1|WP_011289619.1|WP_027457281.1|RTL30234.1|RTL32463.1|KFB67348.1|ODU62978.1|SIT49168.1","transmembrane signaling receptor activity","43","ENR","COG0840","-1.4218","0.0303","COG0840","false","COG0840"
"3873","-0.9513","-0.5127","0.2239","GO:0004634
","1.0","WP_100378545.1|KFB68186.1|EXI74690.1|EXI86829.1|KFB66257.1|OLL99361.1|WP_042422614.1|OGS92337.1|OHC67264.1|WP_102041803.1|CCL39299.1|PKO71921.1|WP_106748256.1|PZP66845.1|TKT73400.1|WP_084055521.1|WP_088344563.1|SPS06403.1|WP_048674821.1|OGW34266.1|KIF33670.1|WP_079690089.1|RUQ37377.1|KXK23501.1|RUT95275.1|ODT50015.1|WP_079446987.1|OLC74155.1","phosphopyruvate hydratase activity","28","ENR","GO:0004634","-1.3917","0.0487","GO:0004634","false","GO:0004634"
"3874","0.9554","0.6175","0.1978","COG0202
","1.0","PZN48639.1|PZR41209.1|WP_108080994.1|WP_012202978.1|PKO29577.1|WP_120971754.1|WP_121240662.1|WP_133590430.1|WP_003470629.1|WP_068808918.1|ODU65602.1|RMG40064.1|WP_103168546.1|KFB69179.1|WP_090371808.1|ENN86887.1|WP_079432672.1|TAH00323.1|RTL49395.1","DNA-directed 5'-3' RNA polymerase activity","19","ENR","COG0202","1.4528","0.0446","COG0202","false","COG0202"
"3875","0.9771","0.5731","0.1653","GO:0051301
","0.9998","WP_012205234.1|WP_083537929.1|TEX47729.1|WP_100321814.1|WP_004324900.1|WP_016446824.1|ABF52050.1|WP_090317822.1|WP_117610020.1|RIX44016.1|BBB07588.1|TEX47728.1|WP_079435433.1|WP_134028510.1|KFB73305.1|WP_121580518.1|SFH37731.1|EXI69642.1|WP_108177630.1|SBT04079.1|WP_062357863.1|WP_106826496.1|KFB67111.1|SDR00615.1|WP_084019537.1|PKO86362.1|AOF83577.1|RTL35014.1|WP_079436386.1|EXI67742.1","cell division","30","ENR","GO:0051301","1.4945","0.0229","GO:0051301","false","GO:0051301"
"3876","0.9973","0.6664","0.0691","COG2217
","0.6634","PZR31861.1|WP_013673482.1|SCZ13807.1|WP_013803090.1|WP_136386246.1|OJX35469.1|WP_083281205.1|WP_015878143.1|RIX44646.1|WP_083293141.1|PZQ74733.1|WP_124961768.1|WP_005670933.1|WP_084652092.1|EYU06092.1|ETK39847.1|WP_084173694.1|WP_129572018.1|WP_102770819.1|WP_104801476.1|WP_088179356.1|PKO35889.1|WP_079436222.1|WP_084019513.1|WP_089056865.1|RYF24492.1|PWT95088.1","Heavy metal translocating P-type atpase","27","ENR","COG2217","1.6954","0.0027","COG2217","false","COG2217"
"3877","0.9416","0.6241","0.1999","GO:0009408
","1.0","RTL34994.1|WP_066882744.1|WP_011633831.1|WP_076601165.1|WP_062188045.1|BBG74039.1|WP_093558235.1|PZP62061.1|OGP08582.1|WP_106874290.1|WP_011288455.1|WP_012207006.1|WP_021006548.1|RTL42036.1|WP_012353056.1|WP_010103166.1|WP_035930530.1","response to heat","17","ENR","GO:0009408","1.4318","0.0584","GO:0009408","false","GO:0009408"
"3878","0.989","0.4715","0.1962","GO:0006812
","1.0","ODS89253.1|TAJ60610.1|WP_018506902.1|WP_024567737.1|WP_013673482.1|WP_061955778.1|WP_009238025.1|WP_013803090.1|WP_049621731.1|WP_134456437.1|OJX35469.1|WP_096668132.1|WP_083281205.1|RIX44646.1|WP_104801473.1|WP_083293141.1|PZQ74733.1|WP_124961768.1|WP_005670933.1|WP_084652092.1|ETK39847.1|WP_084173694.1|WP_102770819.1|WP_088179356.1|PKO35889.1|WP_079436222.1|WP_084019513.1|WP_089056865.1|RYF24492.1|PWT95088.1|WP_079436900.1|WP_012806082.1|PZR31861.1|WP_003073764.1|WP_012203018.1|WP_066882428.1|WP_077236488.1|WP_079434733.1|WP_079435910.1|WP_117608317.1|OJW81811.1|WP_011870076.1|WP_027457862.1|WP_086078994.1|WP_090190423.1|WP_109040872.1|EXI67278.1|PZR28411.1|WP_091937180.1|WP_119591957.1|OJW35049.1|WP_045836594.1|ODS99610.1|OGA54162.1|WP_136386246.1|TEX47457.1|WP_014236003.1|WP_015878143.1|EXI66005.1|SPS06167.1|WP_066331545.1|WP_120557252.1|WP_014236233.1|KFB66378.1|PKO35904.1|WP_046238505.1|ODU30630.1|WP_079436191.1|EYU06092.1|WP_079436225.1|WP_129572018.1|WP_104801476.1|PKO27867.1|PKO38844.1|WP_109041803.1|WP_114970734.1|RTL41265.1|WP_011289489.1|KFB69117.1|PKO39729.1","cation transport","80","ENR","GO:0006812","1.452","0.011","GO:0006812","false","GO:0006812"
"3879","-0.991","-0.727","0.049","K00371
","0.6707","WP_011397794.1|KFB69440.1|WP_070987526.1|WP_110258092.1|WP_092997584.1|TAL86698.1|WP_137098945.1|WP_132542637.1|RUQ40370.1|WP_004301710.1|WP_012203041.1|WP_121428012.1|AHA36497.1|WP_087648738.1|BBG74083.1|WP_020564490.1","narH, narY, nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]","16","ENR","K00371","-1.7231","0.009","K00371","false","K00371"
"3880","0.9435","0.6321","0.1945","GO:0000162
","1.0","WP_079433322.1|OIP33749.1|WP_079433243.1|PKO34179.1|RIX40979.1|PKO70808.1|WP_133589568.1|OGA79882.1|WP_079433245.1|OJX20291.1|WP_136348850.1|WP_027457672.1|WP_079433662.1|RYG39240.1|WP_109680178.1|WP_107492639.1|WP_136219810.1","tryptophan biosynthetic process","17","ENR","GO:0000162","1.4512","0.0565","GO:0000162","false","GO:0000162"
"3881","-0.9992","-0.6438","0.0292","1MUQX
","0.3642","WP_119770394.1|WP_009553533.1|WP_056242747.1|AAM18567.1|WP_066882668.1|PKO86510.1|RIX45053.1|WP_119783747.1|RTL35821.1|EGK69921.1|WP_002923543.1|WP_008060415.1|WP_018411050.1|WP_083567731.1|WP_114969704.1|WP_013215831.1|WP_011766701.1|WP_019918667.1|OUV02704.1|WP_108414187.1|WP_087656473.1|RTK98152.1|PKP86951.1|WP_020087477.1|WP_027457891.1|WP_066336621.1|WP_072396215.1|WP_079433304.1|WP_088177840.1|PZU54559.1|TEX44200.1|WP_054020873.1|WP_110399427.1","Dehydrogenase","33","ENR","1MUQX","-1.8075","8.0E-4","1MUQX","false","1MUQX"
"3882","0.9594","0.67","0.1669","2VHKE
","0.9998","WP_013803090.1|WP_136386246.1|OJX35469.1|RIX44646.1|WP_083293141.1|WP_124961768.1|WP_005670933.1|WP_084652092.1|EYU06092.1|WP_129572018.1|WP_102770819.1|WP_104801476.1|PKO35889.1|WP_079436222.1|WP_084019513.1","Heavy metal translocating P-type atpase","15","ENR","2VHKE","1.4954","0.0406","2VHKE","false","2VHKE"
"3883","-0.9862","-0.6676","0.0893","K00370
","0.9177","ODS71062.1|OGV72118.1|RTL04036.1|WP_055423062.1|WP_124220621.1|WP_056197883.1|WP_054965449.1|RTL46920.1|OJY87033.1|WP_090018893.1|WP_010463004.1|WP_012585584.1|WP_027457213.1|OYT18011.1|WP_028994809.1|OYT25237.1|WP_043820335.1|ODS95854.1","narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]","18","ENR","K00370","-1.6325","0.0138","K00370","false","K00370"
"3884","0.9423","0.5751","0.2102","K00658
","1.0","WP_069037590.1|WP_076910342.1|WP_084090859.1|PPB84175.1|WP_099876346.1|WP_106747150.1|WP_057052946.1|PTS87602.1|WP_009551021.1|RTK95589.1|WP_132574394.1|WP_127785983.1|SBT07070.1|WP_057854793.1|WP_012585554.1|WP_018990156.1|RTL37415.1|WP_016454845.1|WP_066882608.1|OJW48336.1|PKO90016.1|WP_128196069.1|WP_062355358.1","DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]","23","ENR","K00658","1.4136","0.0577","K00658","false","K00658"
"3885","0.9426","0.6502","0.2019","1MURH
","1.0","WP_011633831.1|WP_062188045.1|BBG74039.1|WP_093558235.1|PZP62061.1|OGP08582.1|WP_135671693.1|WP_106874290.1|WP_011288455.1|WP_012207006.1|WP_021006548.1|RTL42036.1|WP_012353056.1|WP_010103166.1|WP_035930530.1","Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE","15","ENR","1MURH","1.441","0.0574","1MURH","false","1MURH"
"3886","0.948","0.5437","0.2174","GO:0030001
","1.0","TAJ22562.1|WP_012201975.1|TAE21378.1|RIX45031.1|WP_072101974.1|WP_013673482.1|KFB66986.1|WP_136386246.1|OJX35469.1|WP_015878143.1|WP_083281205.1|RIX44646.1|WP_083293141.1|WP_124961768.1|WP_005670933.1|WP_084652092.1|ETK39847.1|EYU06092.1|WP_084173694.1|WP_129572018.1|WP_102770819.1|WP_104801476.1|WP_088179356.1|PKO35889.1|WP_079436222.1|WP_084019513.1|WP_054665578.1|PWT95088.1","metal ion transport","28","ENR","GO:0030001","1.3967","0.052","GO:0030001","false","GO:0030001"
"3887","-0.9772","-0.5759","0.1347","K03406
","0.9972","KFB77380.1|KFB73812.1|EXI67162.1|WP_079436695.1|RIX41165.1|RTL25673.1|WP_127558841.1|OHC15899.1|KFB75295.1|WP_011286327.1|WP_066884201.1|EPZ14441.1|WP_051453178.1|WP_057687147.1|KFB75864.1|WP_035309230.1|RTL32463.1|KFB67348.1|KFB75506.1|ODU62978.1|KFB75860.1|WP_079432589.1|WP_079434807.1|SIT49168.1","mcp; methyl-accepting chemotaxis protein","24","ENR","K03406","-1.5173","0.0228","K03406","false","K03406"
"3888","0.9992","0.6935","0.0325","1MU1C
","0.2976","KFB68274.1|WP_004365214.1|BAN35084.1|WP_076094220.1|WP_081148932.1|WP_094267892.1|PKO89627.1|WP_107491793.1|RPH44985.1|WP_124734110.1|WP_005160809.1|WP_013522392.1|WP_133594294.1|OFZ96113.1|WP_133680969.1|WP_109015333.1|WP_088812016.1|WP_035608057.1|OGA63255.1|OJX29812.1|WP_079433534.1|PHQ58449.1|PCI65220.1|WP_119632423.1|OYV35612.1|KNZ34458.1|WP_125244194.1","Master enzyme that delivers sulfur to a number of partners involved in Fe-S cluster assembly, tRNA modification or cofactor biosynthesis. Catalyzes the removal of elemental sulfur atoms from cysteine to produce alanine. Functions as a sulfur delivery protein for Fe-S cluster synthesis onto IscU, an Fe-S scaffold assembly protein, as well as other S acceptor proteins","27","ENR","1MU1C","1.7732","8.0E-4","1MU1C","false","1MU1C"
"3889","0.9598","0.5612","0.2024","1MU9K
","1.0","WP_115549865.1|WP_124811253.1|WP_128201358.1|WP_132577306.1|WP_107877705.1|WP_129776187.1|WP_091798375.1|RTL17674.1|WP_133703579.1|WP_056268488.1|WP_062350427.1|WP_062354211.1|WP_062358567.1|WP_062358568.1|WP_083537981.1|SBV34568.1|WP_088483223.1|WP_120217492.1|WP_082793271.1|WP_039576987.1|WP_088483806.1|PTT90943.1|WP_105998867.1|WP_056197714.1|OQW55563.1|WP_120217521.1|OHD08108.1","Receptor","27","ENR","1MU9K","1.4285","0.0402","1MU9K","false","1MU9K"
"3890","-1.0","-0.7113","0.0025","2VHSF
","0.0026","BAD37171.1|CAI06598.1|BAD91427.1|ABP33218.1|AEJ89829.1|WP_004301737.1|EXI86426.1|EXI90076.1|WP_056876288.1|AHZ56225.1|WP_057674903.1|WP_027459187.1|KFB69436.1|AJO62862.1|OGA45015.1|AJO63014.1|OIP10440.1|BAR46710.1|RMG33618.1|BAR46711.1|ACF98171.1|AEL12490.1|OHC61306.1|OHC64126.1|WP_076096509.1|WP_079435145.1|ARK19566.1|WP_086912295.1|ATG72135.1|PKO56461.1|WP_108977384.1|WP_116534872.1|WP_119107391.1|RIX44719.1|TAK48549.1|TEX48909.1|EXI73901.1|ATG72145.1|ATW64111.1|WP_119964852.1|WP_133588295.1|WP_018151794.1|ATG85284.1|ODU56528.1|BAH03064.1|WP_013029265.1","Cytochrome d1, heme","46","ENR","2VHSF","-2.129","0.0","2VHSF","false","2VHSF"
"3891","0.9404","0.6069","0.2124","GO:0071949
","1.0","RTL36349.1|WP_079436901.1|WP_009520351.1|WP_088179463.1|PLX38131.1|WP_031346030.1|RIX48237.1|TAJ16696.1|WP_136385959.1|WP_101940445.1|KXS32231.1|WP_027457088.1|WP_076097457.1|RTL33733.1|WP_087734096.1|WP_027752048.1|WP_103704738.1|WP_089265924.1","FAD binding","18","ENR","GO:0071949","1.417","0.0596","GO:0071949","false","GO:0071949"
"3892","-0.9977","-0.6493","0.0331","GO:0016614
","0.4217","WP_119770394.1|WP_009553533.1|WP_056242747.1|AAM18567.1|WP_066882668.1|PKO86510.1|RIX45053.1|WP_119783747.1|RTL35821.1|EGK69921.1|WP_002923543.1|WP_008060415.1|WP_018411050.1|WP_083567731.1|WP_013215831.1|WP_011766701.1|WP_019918667.1|OUV02704.1|RTK98152.1|PKP86951.1|WP_020087477.1|WP_027457891.1|WP_066336621.1|WP_072396215.1|WP_079433304.1|WP_088177840.1|PZU54559.1|TEX44200.1|WP_054020873.1|WP_110399427.1","oxidoreductase activity, acting on CH-OH group of donors","30","ENR","GO:0016614","-1.7909","0.0023","GO:0016614","false","GO:0016614"
"3893","0.9764","0.7016","0.1099","2VI2M
","0.9961","WP_135247737.1|OJW50879.1|PKO33943.1|WP_108948782.1|WP_128902407.1|TAL74038.1|RZI44785.1|WP_017508866.1|WP_011765804.1|WP_079435047.1|WP_092755324.1|WP_056875887.1|WP_102041370.1|OGU52319.1|WP_109041252.1","prkA serine kinase","15","ENR","2VI2M","1.5582","0.0236","2VI2M","false","2VI2M"
"3894","0.9818","0.4497","0.2205","COG4771
","1.0","WP_115549865.1|WP_123690741.1|WP_124811253.1|TCS85520.1|OJW52369.1|WP_128201358.1|WP_062358409.1|WP_132577306.1|WP_107877705.1|WP_129776187.1|WP_062357679.1|WP_073141436.1|WP_091798375.1|WP_115832504.1|WP_133365956.1|RTL17674.1|ADB40222.1|WP_133703579.1|WP_062355857.1|WP_056268488.1|WP_062350427.1|WP_062354211.1|WP_062358567.1|WP_062358568.1|WP_083537981.1|WP_062352081.1|SBV34568.1|WP_062351404.1|WP_088483223.1|WP_120217492.1|KYP13835.1|WP_114235654.1|WP_058804399.1|WP_094747157.1|WP_083839744.1|OYU74710.1|WP_096911432.1|KYP15838.1|WP_105999933.1|WP_120216826.1|WP_058454637.1|WP_062357225.1|WP_088482626.1|PZR29375.1|WP_019599043.1|PZN54939.1|KXK21946.1|PZR36865.1|RMH34481.1|WP_112749781.1|RAI89304.1|OHD08245.1|WP_088484334.1|WP_056341595.1|TEX44231.1|OYW07689.1|KIF34035.1|WP_056373058.1|TAH03579.1|WP_083733981.1|WP_120217641.1|WP_082793271.1|OHD04670.1|WP_006833718.1|WP_112186924.1|WP_062353236.1|PJE48166.1|WP_111590394.1|OYU28202.1|WP_088386822.1|WP_062351014.1|WP_039576987.1|WP_088483806.1|PTT90943.1|WP_013801145.1|WP_105998867.1|WP_079434735.1|WP_084019619.1|WP_056197714.1|WP_056390275.1|WP_079433083.1|OQW55563.1|WP_093881905.1|WP_083518364.1|WP_120217521.1|OHD08108.1|WP_075147551.1","TonB-dependent receptor","87","ENR","COG4771","1.3978","0.0182","COG4771","false","COG4771"
"3895","0.9978","0.7459","0.0632","COG0605
","0.2684","RPJ48138.1|WP_011288938.1|WP_114804109.1|WP_092615691.1|PKO84220.1|TAF74398.1|WP_105998390.1|WP_038361093.1|WP_091936163.1|WP_114278342.1|KFB77160.1|RTL28259.1|AGB82336.1|WP_055936105.1|BBG73583.1|WP_119631809.1|WP_129130376.1|WP_056878629.1|OJX20548.1|TAE62552.1","superoxide dismutase activity","20","ENR","COG0605","1.7814","0.0022","COG0605","false","COG0605"
"3896","0.9972","0.6674","0.0726","COG4774
","0.7428","WP_088484363.1|RTL15944.1|WP_127996013.1|ALH81516.1|OHC65946.1|WP_011483958.1|RTL36445.1|WP_013396539.1|AMO25608.1|OHC69318.1|WP_072598857.1|WP_024930613.1|WP_084651312.1|WP_052433592.1|WP_099742771.1|OBY87292.1|TAG79342.1|WP_082007526.1|WP_004374157.1|WP_011286820.1|WP_012585999.1|WP_027457926.1|WP_062352072.1|WP_066886332.1|TEX44246.1|RIX42988.1","siderophore transport","26","ENR","COG4774","1.6789","0.0028","COG4774","false","COG4774"
