protein	ontology
KFB66257.1	K01689
KFB68186.1	K01689
ODT50015.1	K01689
OLC74155.1	K01689
RUQ37377.1	K01689
TKT73400.1	K01689
WP_042422614.1	K01689
WP_048674821.1	K01689
WP_106748256.1	K01689
EXI65852.1	K01895
EXI67290.1	K01895
EXI90485.1	K01895
KER84787.1	K01895
KFB77558.1	K01895
OHC63200.1	K01895
OYX42542.1	K01895
RYF73834.1	K01895
TEX48162.1	K01895
WP_011287385.1	K01895
WP_011785686.1	K01895
WP_016445177.1	K01895
WP_038212960.1	K01895
WP_056321934.1	K01895
WP_056881558.1	K01895
WP_107729813.1	K01895
WP_113039516.1	K01895
WP_130433995.1	K01895
WP_133591291.1	K01895
ACV34416.1	K03286
EXI89542.1	K03286
EXI92924.1	K03286
KFB66372.1	K03286
KFB66374.1	K03286
KFB75399.1	K03286
SBT05161.1	K03286
SBT09970.1	K03286
WP_004252965.1	K03286
WP_004303499.1	K03286
WP_004963936.1	K03286
WP_019919114.1	K03286
WP_026685518.1	K03286
WP_053419840.1	K03286
WP_087012496.1	K03286
WP_110524092.1	K03286
EXI67961.1	K07220
EXI85807.1	K07220
EXI86345.1	K07220
EXI90708.1	K07220
KFB67540.1	K07220
KFB71158.1	K07220
KFB71918.1	K07220
KFB74231.1	K07220
KFB75089.1	K07220
KFB75091.1	K07220
RWI91810.1	K10439
WP_029074649.1	K10439
WP_047559843.1	K10439
WP_119272875.1	K10439
WP_121580096.1	K10439
WP_121583689.1	K10439
KFB77167.1	K15987
ODT53893.1	K15987
OQW70483.1	K15987
WP_027459158.1	K15987
WP_066884054.1	K15987
WP_074708295.1	K15987
WP_092933185.1	K15987
WP_106748051.1	K15987
WP_136383560.1	K15987
